Mean nominal monthly earnings of employees by sex and economic activity (local currency),,,,,,,,,,,,
Reference area,Source,Sex,Time,Total,Agriculture,Manufacturing,Construction,"Mining and quarrying; Electricity, gas and water supply","Trade, Transportation, Accommodation and Food, and Business and Administrative Services","Public Administration, Community, Social and other Services and Activities",Not classified,
United States,LFS - Current Population Survey,Total,2022Q2,4832.05,3854.98,5481.58,4975.43,6193.80,4742.81,4679.96,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Male,2022Q2,5366.73,4018.03,5784.30,5031.05,6280.66,5297.43,5402.37,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Female,2022Q2,4252.66,3460.05,4713.18,4517.42,5831.45,4038.47,4358.43,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Total,2022Q3,4903.72,3653.20,5538.74,5183.10,6075.73,4764.55,4829.89,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Male,2022Q3,5420.55,3855.27,5775.27,5217.47,6163.62,5309.04,5599.95,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Female,2022Q3,4348.55,3184.64,4974.77,4934.69,5722.56,4083.17,4481.60,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Total,2022Q4,4917.98,3836.74,5491.24,5083.20,6438.21,4862.77,4748.76,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Male,2022Q4,5456.91,4030.22,5782.98,5156.80,6723.02,5380.16,5537.06,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Female,2022Q4,4338.13,3403.85,4725.73,4519.32,5434.86,4195.93,4403.75,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
Viet Nam,LFS - Labour Force Survey,Total,2019Q3,6586142.23,4338350.22,6481080.62,6235483.62,7797797.62,7509311.61,6754246.85,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Male,2019Q3,6939752.73,4784921.76,7047167.40,6331143.48,8248164.34,7970563.46,7222242.79,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Female,2019Q3,6125592.33,3468231.66,6044321.07,5401505.10,6716805.67,6825170.12,6400642.34,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Total,2019Q4,6711182.24,4398653.92,6604944.84,6313607.96,7963693.56,7670038.36,6901935.90,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Male,2019Q4,7064827.88,4847466.22,7182558.44,6384872.72,8432648.62,8140286.60,7405220.05,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Female,2019Q4,6244411.58,3572825.13,6159895.29,5713357.95,6767189.41,6961274.28,6520757.89,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Total,2020Q1,7329633.72,4505638.20,7445054.41,6565324.08,8396766.12,8406786.33,7429555.19,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Male,2020Q1,7665249.46,4964859.41,8071087.88,6653787.98,8816872.48,8859053.25,7991433.61,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Female,2020Q1,6887520.54,3637267.42,6940788.78,5769563.68,7114398.65,7707394.51,7021729.33,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Total,2020Q2,6438690.33,4404159.94,6276902.29,5980368.97,7796070.89,7083484.32,7061167.92,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Male,2020Q2,6777834.04,4910204.25,6860865.54,6030148.95,8286751.17,7420737.47,7775159.27,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Female,2020Q2,5981920.36,3410371.12,5802763.85,5527474.67,6241733.14,6556277.24,6517856.85,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Total,2020Q3,6482019.44,4269882.73,6375868.76,6189630.00,7833118.85,7135548.75,6913373.18,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Male,2020Q3,6787982.28,4656870.28,6898172.04,6251020.75,8301657.61,7522368.98,7404798.01,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Female,2020Q3,6078447.59,3496396.19,5971404.83,5628482.50,6208914.25,6560402.11,6543544.48,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Total,2020Q4,6660028.68,4790035.56,8438287.32,7291586.18,9491918.01,4369151.41,5719478.55,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Male,2020Q4,7217873.92,5365806.73,9255025.70,7396578.35,9874547.90,5142671.39,6777689.52,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Female,2020Q4,5922422.47,3782427.45,7790403.77,6412198.80,7468387.53,3193156.07,4960874.66,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Total,2021Q1,7132707.29,4720432.49,7200710.17,6753943.09,8303943.29,7933134.27,7167156.03,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Male,2021Q1,7541882.16,5320957.25,7903314.96,6855796.38,8892634.98,8413934.13,7606089.72,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Female,2021Q1,6612635.63,3647994.07,6647266.55,5890019.18,6524914.89,7218608.72,6859747.33,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Total,2021Q2,6731831.22,4529137.50,6651992.13,6436954.42,8078912.71,7544740.16,6936828.54,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Male,2021Q2,7164655.62,5117549.95,7382869.56,6533838.47,8667508.78,7994882.79,7463772.27,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Female,2021Q2,6183185.58,3542394.88,6082077.89,5622388.27,6476664.49,6876124.89,6568908.86,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Total,2021Q3,6169555.10,4308951.96,5969726.96,5747507.37,7697214.01,6953051.98,6675252.65,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Male,2021Q3,6520888.26,4820714.81,6547556.71,5856088.64,8306930.05,7295209.59,7168534.77,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Female,2021Q3,5710914.96,3367498.18,5515946.56,4843525.18,5864631.62,6409434.66,6303271.08,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Total,2021Q4,6330311.49,4508407.05,6139194.06,6005730.14,7615594.08,6999434.62,6994465.16,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Male,2021Q4,6716025.77,5090430.31,6754477.10,6101263.47,8175834.45,7457612.84,7570819.38,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Female,2021Q4,5824157.26,3462071.83,5660225.64,5191084.56,5896949.84,6284243.23,6588973.22,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Total,2022Q1,7269442.36,4734141.01,7306863.59,6881371.38,8165574.87,8125012.74,7401533.07,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Male,2022Q1,7631562.24,5355151.36,7891401.28,6956485.65,8725117.17,8586434.36,7864299.88,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Female,2022Q1,6804488.00,3663898.78,6847537.61,6223723.02,6583386.39,7442453.03,7068868.23,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
Viet Nam,LFS - Labour Force Survey,Total,2022Q2,7426409.83,4876724.45,7445491.75,7104736.86,8719363.54,8184356.01,7584449.05,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Dông 
-Repository: ILO-STATISTICS - Micro data processing 
-Components of earnings/wages: Including overtime and/or irregular bonuses 
-Frequency: Quarterly: average based on 3 monthly data points"
